author,text,likes,video_id
@reySHA-e1l,who's watching this before GTA 6,0,dQw4w9WgXcQ
@ADawnz94,rickrolled,1,dQw4w9WgXcQ
@Brayden-e8s3r,Ishowspeed hates being rickrolled,1,dQw4w9WgXcQ
@jo12571z,ah era un rickroll XDDDDD,0,dQw4w9WgXcQ
@lostshady5005,Here’s a song by a gay guy,0,dQw4w9WgXcQ
@fophoque,Hey that's kinda sad this fabulous video didn't get one comment since 6 years :<,0,dQw4w9WgXcQ
@shyamrajsubedi8060,I got Rick rold 😭,0,dQw4w9WgXcQ
@develsixteen-u1t,I just asked Gemini if rick Astley died but Gemini rick Astley is not dead,0,dQw4w9WgXcQ
@XDW4RR1OUR,Why am I rickrolling myself at 01:04 in the morning instead of sleeping,1,dQw4w9WgXcQ
@MaynardSagaoinit,POV: discord be like:,0,dQw4w9WgXcQ
@chandimaJ9875,Doesn't he look like our Simeon brown,0,dQw4w9WgXcQ
@잡혀온스타일,Where is free robux,0,dQw4w9WgXcQ
@richardezekiel3983,I was playing school 666 and got rickrolled twice,0,dQw4w9WgXcQ
@Sebstania,i fucking hate green ogre,0,dQw4w9WgXcQ
@lavernedavis4416,One of my favorite songs 🔥,1,dQw4w9WgXcQ
@perpkilla7760,Bobby shmurder getting a billion views brought me here 🫠,1,dQw4w9WgXcQ
@BlueEyedDevil1161,YouTube should make this video add free as an exception..,1,dQw4w9WgXcQ
@creek76,Besides the memes this song is awesome! I love the 80s 🪩,0,dQw4w9WgXcQ
@Randomstuffyouneed,But link said free robux,0,dQw4w9WgXcQ
@TylerReed-h9i,I got this from a Minecraft QR tnt,1,dQw4w9WgXcQ
@LunV132_YT,There is a reasom it has 1.7billion veiws,1,dQw4w9WgXcQ
@Gracejjsstickerballover2000,ads once more,2,dQw4w9WgXcQ
@VoteForGunGames,BRO I GOT RICKROLLED BY A FAKE ROBLOX APP,1,dQw4w9WgXcQ
@John_Gdnoob,But the link said free youtube premium,1,dQw4w9WgXcQ
@CrisleidyCabrera-ii2er,Intente entrar en una pagina de descargar mangas y al presionar me envio aqui no se si es una ventana emergente o una broma de las creadores pero me siento timado,0,dQw4w9WgXcQ
@duoforce2-e6x,I just found a Qr Code in a Game and now I am here,1,dQw4w9WgXcQ
@ILAN12346,My fkn ai send me this Link...,1,dQw4w9WgXcQ
@Brendan-jka,best song ever,0,dQw4w9WgXcQ
@ThatOneMemeGuy23,That one free robux link:,0,dQw4w9WgXcQ
@mizesh,Eu scaneei no meccha chameleon 😂,0,dQw4w9WgXcQ
@Gio_Perez13,I scanned a QR code on a car and it sent me to this bro,0,dQw4w9WgXcQ
@dan_irl,I Rickrolled my friend 😂😂😂,0,dQw4w9WgXcQ
@discordcat12,"Bro, I was playing a game and it sent me to this video because I lost 😂",0,dQw4w9WgXcQ
@jurgenhagele2079,First gig at Liederhalle Stuttgart I was there!,0,dQw4w9WgXcQ
@jurgenhagele2079,❤,0,dQw4w9WgXcQ
@4friends12th,I SCANNED A CODE,0,dQw4w9WgXcQ
@Vuhthegoated,Imma rickroll my friend,0,dQw4w9WgXcQ
@ethanparker314,Hello,2,dQw4w9WgXcQ
@ElethuMphakathi,I wish Rick Astley would go back to his younger days,2,dQw4w9WgXcQ
@proyectotesi675,In 0:03 is the meme 😂😂😂😂😂😂,2,dQw4w9WgXcQ
@imrealzoink,But link said free robux,3,dQw4w9WgXcQ
@maxelallred5824,I just got rickrolled :(,1,dQw4w9WgXcQ
@I-am-Zinox-24,From here in 2026,1,dQw4w9WgXcQ
@BLINKG4M3,Nah sambucas was fire,0,dQw4w9WgXcQ
@BLINKG4M3,Nay I teacher played this in the classroom while everyone got rickrolled at school,0,dQw4w9WgXcQ
@Alexander-ue1fs,Game name?,1,dQw4w9WgXcQ
@JoleanHess-j3k,We all know he will never give us up,2,dQw4w9WgXcQ
@sabayonte815,Walaszek kiedy Bomba,0,dQw4w9WgXcQ
@Debo-b6g,"Galaxy, Grim",0,dQw4w9WgXcQ
@RachelMitchell-jt2js,I scan QR code and a Superman game on dreams the game and now I’m here,0,dQw4w9WgXcQ
@LKS_013,those who are here because of a Brawl Stars QR code,0,dQw4w9WgXcQ
@jayfnnbr,Who’s here from the skip evolution,0,dQw4w9WgXcQ
@PLAYTIMESINAMIC,Wtf did fifa rickrolled me,0,dQw4w9WgXcQ
@auramatic_yay,"Colon, I WILL find you.",0,dQw4w9WgXcQ
@BUDDERNOODLES,NEVER GUNNA GIVE YOU UP,1,dQw4w9WgXcQ
@fenhanho,Like aquí si estás aquí por el aleman,0,dQw4w9WgXcQ
@baddieswithdior,who else came from loopit?,0,dQw4w9WgXcQ
@ricaurterpittichial3405,Regions Of Ruin: Runegate Qr,0,dQw4w9WgXcQ
@magnuslvn,"You here. Can confirm, he never gave you up.",3,dQw4w9WgXcQ
@ZurikoLogua-l8b,Youtube music just rick rolled me 🥀,0,dQw4w9WgXcQ
@yoopikay,curse you hey riddle ridde,0,dQw4w9WgXcQ
@sillyxxstarr,Pixel flow got me 😅,0,dQw4w9WgXcQ
@kinostudio2017,"i ask gpt codex design a video player page
he give me this link....",0,dQw4w9WgXcQ
@forti2698,i got rickrolled by claude code,0,dQw4w9WgXcQ
@RageMan2008,"Rickrolled in July 2026, whilst searching for the Soviet Union’s national anthem, I came across this video – it’s brilliant.",0,dQw4w9WgXcQ
@padmarao3595,0:01 get Rick rolled,0,dQw4w9WgXcQ
@soullivann,i got rick rolled by my pixel flow app 😂,0,dQw4w9WgXcQ
@Luvnana-1,My robux ?!,0,dQw4w9WgXcQ
@HeenaKothari-t9x,ᴡʜᴏ sᴀᴡ ᴛʜɪs.ᴏɴ ᴘɪɴᴛʀᴇsᴛ ᴀɴᴅ ɪᴛ ɢɪᴠᴇs ᴜ ᴛʜɪs,0,dQw4w9WgXcQ
@rosedust2009,"Every time 
I fall for it sigh",0,dQw4w9WgXcQ
@DucwsPhats,I'm from Vietnam and I really like this song 😊,0,dQw4w9WgXcQ
@KhairiGreen-w9r,YOUTUBE UR MY FAN,1,dQw4w9WgXcQ
@DragonTrickzFurr,I just got rickrolled by Burning spice cookie on pintrest. :0,2,dQw4w9WgXcQ
@TaniksJr,Having ads on this ruins the element of surprise ngl,1,dQw4w9WgXcQ
@3ntah_lah4akun2,Oh no I got rikrolled,1,dQw4w9WgXcQ
@Miguelzin_TV-øficial,"🇺🇸 Hahahahaha
🇧🇷 Kkkkkkkkkkk
🇪🇸 Jajajajaja",0,dQw4w9WgXcQ
@adrianamartinsguedes2143,Quem veio por causa do qr code do Abel kakakaka,0,dQw4w9WgXcQ
@Mr_Matrixxcountryballs,"Cai redondito xd















A verdad que soy un countryball osea que literalmente cai redondo xd",0,dQw4w9WgXcQ
@dan_irl,If u came here then u got RICK ROLLED😂😂😂,0,dQw4w9WgXcQ
@dan_irl,If u came here then u got RICK ROLLED😂😂😂,0,dQw4w9WgXcQ
@Mr_Matrixxcountryballs,._.,0,dQw4w9WgXcQ
@LucilleTheron,Beautifull song lovely voice 😊❤,1,dQw4w9WgXcQ
@edugamerbryt_ofc,Oh ok,1,dQw4w9WgXcQ
@RDRKAMBING,This video is old and I just watched it in 2026 🗿😹,0,dQw4w9WgXcQ
@inkis.,fire,0,dQw4w9WgXcQ
@Fire_kitsune18,This song never feels old!,2,dQw4w9WgXcQ
@Fire_kitsune18,This is Rick Astley's top 1 song in the whole world also I like this song of him!,2,dQw4w9WgXcQ
@Fire_kitsune18,I think this song used to be trending on 2023 or 2024 Ig?,14,dQw4w9WgXcQ
@Fire_kitsune18,After so much years I m hearing this song & it brought some nostalgia!,2,dQw4w9WgXcQ
@Fire_kitsune18,Whose here July 2026?,1,dQw4w9WgXcQ
@Hegemer_325,как неожиданно и приятно,0,dQw4w9WgXcQ
@Spinach64,Black dude trying to show Rick how to actually roll,0,dQw4w9WgXcQ
@AtlasClips101,He never let us down,0,dQw4w9WgXcQ
@NathalieNdemengane,So it's because of this video that more than half the world raged On the internet ? 😐,0,dQw4w9WgXcQ
@Gracecrouchandjude,but link sayd fre robux :(,0,dQw4w9WgXcQ
@WesleyChiu-n6q,Rick rolled,0,dQw4w9WgXcQ
@JanruieKayinLeonardo,1:25 best💯💯💯,0,dQw4w9WgXcQ
@RANDOM.OBSESSIONS.2332,I was on call with my friends and rick rolled them by screen sharing,7,dQw4w9WgXcQ
@wambuimuturi2662,2026? July?,26,dQw4w9WgXcQ
@ZwnMan,https://youtu.be/dQw4w9WgXcQ?si=-JjHzSM83kUe1aw8 This one about the roses.,0,dQw4w9WgXcQ
@nwm-l4l,I am from Pinterest,0,dQw4w9WgXcQ
@SalemDosYT,I DONT HAVE PREMIUM >:D MRWHOSETHEBOSS      >:D,0,dQw4w9WgXcQ
@RoziyaxonMaxmudova,🔥🔥🔥,0,dQw4w9WgXcQ
@CookieFilterGodd,Bro I was watching mj on yt music but I got rickrolled 😂,0,dQw4w9WgXcQ
@игры-роблокс-майкрафт,Невер гона гив ю ап,0,dQw4w9WgXcQ
@TelamonOnYT,"I was rickrolled, got saved by an ad.",0,dQw4w9WgXcQ
@aswong5804,Popular hit song in the disco in 80s.,0,dQw4w9WgXcQ
@BelugaAirbusavition,Lan sus yapan quar kodda mistik şarkı var,0,dQw4w9WgXcQ
@ppgbilss,Hihipuffyamiyumi,0,dQw4w9WgXcQ
@SamOneIIaBrocoli,"Fuck…
He catch me…",0,dQw4w9WgXcQ
@GabrielCadeDiamante,Rickrolled,0,dQw4w9WgXcQ
@ttackalb,where is my free robux,1,dQw4w9WgXcQ
@davidkunst8598,":
https://www.youtube.com/watch?v=K5zP7eQltDE",1,dQw4w9WgXcQ
@Great_WesternTVFan,We played this song after we scored against Norway last night,0,dQw4w9WgXcQ
@pavloni10,I hate 67,1,dQw4w9WgXcQ
@chronosaethermacay1207,I scan the qr code this happened,1,dQw4w9WgXcQ
@九尾-0425,Hello.,1,dQw4w9WgXcQ
@Saryperson,my god I nearly got rickrolled but THANK GOD I didn't get yt prenium,1,dQw4w9WgXcQ
@Charlie-y8b7t,1.7bn views new record!!!!!!,0,dQw4w9WgXcQ
@Charlie-y8b7t,Someone copied and pasted my phone and then I got  rickrolled,0,dQw4w9WgXcQ
@choo_33,크흠 큼 큼 크흠흠 큼,0,dQw4w9WgXcQ
@Charlie-y8b7t,Make Me think of   Iiiii loveeee chocolateeee,0,dQw4w9WgXcQ
@AlzhemAlzhem,Hacke 😂,0,dQw4w9WgXcQ
@AdamMurin-h4m,Enak tak kena prank,0,dQw4w9WgXcQ
@carrotzu,freaking 'the false sun' qr brought me here 😭,0,dQw4w9WgXcQ
@yin16805,Q🥀,2,dQw4w9WgXcQ
@TheOneNotToBeNamed-c7b,"This is honestly just a really good song
If dadeadJed and mr j-cubical see this video they are awesome",0,dQw4w9WgXcQ
@Mulynlff,tecno anj,0,dQw4w9WgXcQ
@sleepground_love_1228,📯📯📯뿌〰️아이고 깜짝이야😵어?핑핑아🐌오늘이 무슨요일이야? 먀~🐌월요일?😲아~월요일🎷월요일🌝좋아〰️🙆‍♀️최고로좋아〰️🙆‍♀️난🧀일할때🍔제일 멋지지😎오늘부터💪열심히🧠할거야 오좋아💩월요일 좋아〰️🛁같이 불러🎙핑핑아🐌냔냔냐냐냐〰️냔냔냐냐냐〰️월요일🎶월요일🎶월요일🥁월요일 좋아〰️🦑제발 좀 조용히해🤬월요일이 좋아서 난리떠는🤸‍♀️멍청이는 이세상에 너뿐🧀일꺼야🗿⭐️월요일 좋아🦑맙소사🤯진짜 맛있는 날이야💨🦑제발 그만 해💦냠냠 게살버거 넌 세🍔개🍔먹어🍔오예 노래하자🎤내월요일🧀좋아〰️월요일🦑좋아⭐️〰,0,dQw4w9WgXcQ
@LucaChoiEnoch-K22583,"but link sayd free robux
(Recreation)",0,dQw4w9WgXcQ
@hexagonal69,How could you do this to me Loom Games?! I didn’t expect you to rickroll me with a whole level!,1,dQw4w9WgXcQ
@joshbrall8711,I like to rick roll myself sometimes,0,dQw4w9WgXcQ
@melon_9-d5s,"We’re no strangers to love
You know the rules and so do I
A full commitment’s what I’m thinking of
You wouldn’t get this from any other guy

I just wanna tell you how I’m feeling
Gotta make you understand

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

We’ve known each other for so long
Your heart’s been aching but you’re too shy to say it
Inside we both know what’s been going on
We know the game and we’re gonna play it

And if you ask me how I’m feeling
Don’t tell me you’re too blind to see

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you",0,dQw4w9WgXcQ
@Thatguywhoeatalotoffood,https://youtu.be/dQw4w9WgXcQ?si=M9m-Ea_UpFQ_Lclc,0,dQw4w9WgXcQ
@C0sm1cZ_DDLC,yo i got rickrolled from pinterest,3,dQw4w9WgXcQ
@BAZUKA_ADAM,Coffeemaniada wi fi axtaran 1 ədəd mən,0,dQw4w9WgXcQ
@КсенияДибривная-п2н,it is my the best meme,0,dQw4w9WgXcQ
@Zkxcitus,But link said free robux,1,dQw4w9WgXcQ
@eddajay,1.8 billion views,0,dQw4w9WgXcQ
@eddajay,"I wasn’t rickrolled , just wanted to know who sung the song and to my surprise he wasn’t black 😂",0,dQw4w9WgXcQ
@ridhoalfarizi3249,But link sayd free robux 🥲,0,dQw4w9WgXcQ
@ridhoalfarizi3249,But link sayd free robux,0,dQw4w9WgXcQ
@chandanbhoir9900,What is the use of Qr code,0,dQw4w9WgXcQ
@SaralinaLove,Best song ever!!❤🎉❤,0,dQw4w9WgXcQ
@TeexderBleeydrer,I tried setting the time to 3:00 AM for Sticknodes Demon and Ralph rickrolled me.,0,dQw4w9WgXcQ
@MamatRahmat-kj1nx,"I even got rick lol, it's hilarious",0,dQw4w9WgXcQ
@포키-t7v,Ramdom qr code and this?,1,dQw4w9WgXcQ
@djdashsa,Anyone from Traders home😹😹😹,0,dQw4w9WgXcQ
@dip.2271,i miss this soo much that i'm Rick Rolling myself everyday by clicking this video.,0,dQw4w9WgXcQ
@ElFabdam04,Tremenedo trolleo 🥲,1,dQw4w9WgXcQ
@ma.jasmineblanco8128,This is probably the most likes a comment section has,0,dQw4w9WgXcQ
@Everly_Everly-x4h,Where is my Robux 😡,0,dQw4w9WgXcQ
@AyesArikasyifa,I scan at the pin and it's like this,0,dQw4w9WgXcQ
@Elterreneitor4000,Who else came because of that guy with his QR in minecraft,0,dQw4w9WgXcQ
@1nternet-p3rson,Anyone else come from Pinterest...,0,dQw4w9WgXcQ
@WOSETWAN,Never gonna🥳🥳🥳🥳🥳🥳🥳,0,dQw4w9WgXcQ
@NoiLe-zx3jh,https://youtu.be/dQw4w9WgXcQ?si=ww6DJynBkKHbdnLm,1,dQw4w9WgXcQ
@KennyBeney-f5n,Often. Wonder. What. Happen. To. Mr.  Rick. Ashly. Any. Input?,1,dQw4w9WgXcQ
@bernardo_campos70,Who's here because of Odin Project?,0,dQw4w9WgXcQ
@FLIPSY904,1:19 so this is where tylil got it from...,1,dQw4w9WgXcQ
@Kai-rou-8tori,I scanned a qr code in elmwood trail this is what I got,1,dQw4w9WgXcQ
@paulabaickle1180,1/8 of the world got rckrolled😂😂😂😂😂😂😂,0,dQw4w9WgXcQ
@AliciaSantosQueiroz,Ô T3DDY Q ISSO CARA! KAKAKAKA @T3ddy,0,dQw4w9WgXcQ
@ArsenalFCMercedesF1,I drive pass a car see a QR code I scan it I see YouTube pull up and I know I have been Rick rolled,0,dQw4w9WgXcQ
@Duck_God,lmfao found this in a qr code in a mobile game,0,dQw4w9WgXcQ
@MV-j5s,Pinterest bro😂,0,dQw4w9WgXcQ
@Julieta-x1,…,0,dQw4w9WgXcQ
@CheezyGamer3000,25000000 coment,0,dQw4w9WgXcQ
@TillysTonics,"honestly we just think of this as a silly joke, but actualy like... THIS SONG IS ABSOLUTE FIRE",0,dQw4w9WgXcQ
@BautistaSoria-oz1db,Bro dawn ppsspp,0,dQw4w9WgXcQ
@Smorasantillan,The ads rickeolled me,0,dQw4w9WgXcQ
@MondayCat67,Imagine getting rickrolled by my own playlist💔,0,dQw4w9WgXcQ
@jll-h1h,Beluga You cheated me😭,0,dQw4w9WgXcQ
@YrammeJayPalomo,"To my students, I'm signing out 🦆",0,dQw4w9WgXcQ
@JuberryCasimir-o9h,#1:19,0,dQw4w9WgXcQ
@JoshuaToney-f5f,He definitely knowz how to treat women,0,dQw4w9WgXcQ
@Brett-x6w,I got Rick rolled bro naaaaaaaa😂,1,dQw4w9WgXcQ
@AnnyDayanaVasquezCaicedo,El QR de meccha chamaleon 💔,0,dQw4w9WgXcQ
@dblm12,"J'adore cette vidéo, ça explique bien les choses !",0,dQw4w9WgXcQ
@forky_224,Probably the only video on YouTube that guaranteed to give you at least 10k likes,0,dQw4w9WgXcQ
@Creepeop,"Not planing on playing 
Evil Brookhaven and I'm going to
Vacation soon so let's go play 
Evile Brookhaven now and
Run to play 
Gorilla tag in gorilla glue
On USA and 
Not using ai and
Nothing else
And
Give my cat some food and
Ice cream fo me an
Vacation is good oh and
Elon musk just played roblox
Yooo I'm with him he is giving me his newest car
Osla 2890 and made in
Usa with 
Uranium glass and its
Premium.",0,dQw4w9WgXcQ
@SASCHA_STAR_11,I JUST GOT RICKROLLED,0,dQw4w9WgXcQ
@LiamInScratch,famous internet joke ever,0,dQw4w9WgXcQ
@o5r8it,"Who else got rick rolled from no roll bard?😂😂

whyhastheworldgotsohotandnowsoveryverycold",0,dQw4w9WgXcQ
@SPROUTSEEDLY123-t1f,I had scanned a QR code on a sticker at a store and it led me here,0,dQw4w9WgXcQ
@Mariano-v1s,Vengo de temu,0,dQw4w9WgXcQ
@shinywr-t5v,"""The site says free robux""",0,dQw4w9WgXcQ
@Welcometoourtown,Just saw this on 105.7 WROR,0,dQw4w9WgXcQ
@BotiXD_YTB,"I just fell for it again, F-",0,dQw4w9WgXcQ
@Familyway2Fun,yayayayayayayay,0,dQw4w9WgXcQ
@OreoVidzOfficial,Just rickrolled my brother by linking my phone to the tv and playing this,0,dQw4w9WgXcQ
@LaminatedPumpkin,ngl its good sense to memorise the lyrics,0,dQw4w9WgXcQ
@64bitcpu,i came here through a secret universe video,0,dQw4w9WgXcQ
@vsevlastnayapersona,меня зарикролили,0,dQw4w9WgXcQ
@lamborghinirevuelto4-4,This song made me nostalgic. Is from 2009,1,dQw4w9WgXcQ
@HeLL08665,1.7 billion views crazy,0,dQw4w9WgXcQ
@KawaguchiOnYT,Got sent this not knowing it was the rickroll 😭🙏,1,dQw4w9WgXcQ
@yoyo0924,I got rickrolled by rickroll,0,dQw4w9WgXcQ
@FranjoMassi,Rick roll from Meccha Chamleon…,0,dQw4w9WgXcQ
@JudyMudd-x6b,🔴🛑JJiiThankiYoui⭐⭐⭐⭐❕🧭⛽🧭⛽🧭⛽🧭⛽💸🪙💰💳💵💸🪙💰💳💵💸🪙💰💳💵💸🪙💰💳💵❕🚙🚗🛻🚐🚚🚛🚕🚕🚕🚕🚕🚕🚕🚕❕🏆🏆🏆🏆🏆🏆🏆🏆🏆❕🎖️🏅🥉🏅🎖️❕🅰️✝️🅰️🅰️✝️🅰️🅰️🅰️✝️🅰️🅰️🅰️🅰️✝️⭐⭐❕⭐⭐❕⭐⭐⭐❕⭐⭐⭐⭐❕,0,dQw4w9WgXcQ
@RoseRed-x7i,Lol,0,dQw4w9WgXcQ
@annihilationjohndoe15,*G E T     R I C R O L L E D!*,0,dQw4w9WgXcQ
@Fishy-lover-fishy,"People who got it from a teardown qr code
👇",4,dQw4w9WgXcQ
@NFTenjoyer,Faaaaaaaaaaaaah,0,dQw4w9WgXcQ
@jamaicafutballa09,Rick Rolls don't work anymore because of greedy corporate obsession with Ads 😂,1,dQw4w9WgXcQ
@FanOfPBSConsolesAndStuff,"Did you know that he's originally British, but rickrolls could be much stupid but tough! 😂",0,dQw4w9WgXcQ
@MakiMister,Just bought a hoodie With a QR code Of this. I bet I’m gonna rick roll like 100 People today.,0,dQw4w9WgXcQ
@Schlauontwitch,I got rickrolled by a QR code on Mecca chameleon,0,dQw4w9WgXcQ
@batuhanipekipek7345,Never Gonna Give You Up  :),0,dQw4w9WgXcQ
@X9zCarlos,Got rickrolled on meccha chamaleon map lol,0,dQw4w9WgXcQ
